JIS X 0208 由来の Unicode 文字全部


Unicode® Standard Annex #11
East Asian Width
http://www.unicode.org/reports/tr11/


属性		意味
--------------------------------
F   Fullwidth	常に全角 (2 幅)
H   Halfwidth	常に半角 (1 幅)
W   Wide	全角で表示される
Na  Narrow	半角で表示される
A   Ambiguous	環境依存
N   Neutral	幅の概念がない


JIS UNICODE 属{字}
------------------
5D5C U+6BEC W {毬}
5D5D U+6BEB W {毫}
5D5E U+6BF3 W {毳}
5D5F U+6BEF W {毯}
5D60 U+9EBE W {麾}
5D61 U+6C08 W {氈}
5D62 U+6C13 W {氓}
5D63 U+6C14 W {气}
5D64 U+6C1B W {氛}
5D65 U+6C24 W {氤}
5D66 U+6C23 W {氣}
5D67 U+6C5E W {汞}
5D68 U+6C55 W {汕}
5D69 U+6C62 W {汢}
5D6A U+6C6A W {汪}
5D6B U+6C82 W {沂}
5D6C U+6C8D W {沍}
5D6D U+6C9A W {沚}
5D6E U+6C81 W {沁}
5D6F U+6C9B W {沛}
5D70 U+6C7E W {汾}
5D71 U+6C68 W {汨}
5D72 U+6C73 W {汳}
5D73 U+6C92 W {沒}
5D74 U+6C90 W {沐}
5D75 U+6CC4 W {泄}
5D76 U+6CF1 W {泱}
5D77 U+6CD3 W {泓}
5D78 U+6CBD W {沽}
5D79 U+6CD7 W {泗}
5D7A U+6CC5 W {泅}
5D7B U+6CDD W {泝}
5D7C U+6CAE W {沮}
5D7D U+6CB1 W {沱}
5D7E U+6CBE W {沾}
5E21 U+6CBA W {沺}
5E22 U+6CDB W {泛}
5E23 U+6CEF W {泯}
5E24 U+6CD9 W {泙}
5E25 U+6CEA W {泪}
5E26 U+6D1F W {洟}
5E27 U+884D W {衍}
5E28 U+6D36 W {洶}
5E29 U+6D2B W {洫}
5E2A U+6D3D W {洽}
5E2B U+6D38 W {洸}
5E2C U+6D19 W {洙}
5E2D U+6D35 W {洵}
5E2E U+6D33 W {洳}
5E2F U+6D12 W {洒}
5E30 U+6D0C W {洌}
5E31 U+6D63 W {浣}
5E32 U+6D93 W {涓}
5E33 U+6D64 W {浤}
5E34 U+6D5A W {浚}
5E35 U+6D79 W {浹}
5E36 U+6D59 W {浙}
5E37 U+6D8E W {涎}
5E38 U+6D95 W {涕}
5E39 U+6FE4 W {濤}
5E3A U+6D85 W {涅}
5E3B U+6DF9 W {淹}
5E3C U+6E15 W {渕}
5E3D U+6E0A W {渊}
5E3E U+6DB5 W {涵}
5E3F U+6DC7 W {淇}
5E40 U+6DE6 W {淦}
5E41 U+6DB8 W {涸}
5E42 U+6DC6 W {淆}
5E43 U+6DEC W {淬}
5E44 U+6DDE W {淞}
5E45 U+6DCC W {淌}
5E46 U+6DE8 W {淨}
5E47 U+6DD2 W {淒}
5E48 U+6DC5 W {淅}
5E49 U+6DFA W {淺}
5E4A U+6DD9 W {淙}
5E4B U+6DE4 W {淤}
5E4C U+6DD5 W {淕}
5E4D U+6DEA W {淪}
5E4E U+6DEE W {淮}
5E4F U+6E2D W {渭}
5E50 U+6E6E W {湮}
5E51 U+6E2E W {渮}
5E52 U+6E19 W {渙}
5E53 U+6E72 W {湲}
5E54 U+6E5F W {湟}
5E55 U+6E3E W {渾}
5E56 U+6E23 W {渣}
5E57 U+6E6B W {湫}
5E58 U+6E2B W {渫}
5E59 U+6E76 W {湶}
5E5A U+6E4D W {湍}
5E5B U+6E1F W {渟}
5E5C U+6E43 W {湃}
5E5D U+6E3A W {渺}
5E5E U+6E4E W {湎}
5E5F U+6E24 W {渤}
5E60 U+6EFF W {滿}
5E61 U+6E1D W {渝}
5E62 U+6E38 W {游}
5E63 U+6E82 W {溂}
5E64 U+6EAA W {溪}
5E65 U+6E98 W {溘}
5E66 U+6EC9 W {滉}
5E67 U+6EB7 W {溷}
5E68 U+6ED3 W {滓}
5E69 U+6EBD W {溽}
5E6A U+6EAF W {溯}
5E6B U+6EC4 W {滄}
5E6C U+6EB2 W {溲}
5E6D U+6ED4 W {滔}
5E6E U+6ED5 W {滕}
5E6F U+6E8F W {溏}
5E70 U+6EA5 W {溥}
5E71 U+6EC2 W {滂}
5E72 U+6E9F W {溟}
5E73 U+6F41 W {潁}
5E74 U+6F11 W {漑}
5E75 U+704C W {灌}
5E76 U+6EEC W {滬}
5E77 U+6EF8 W {滸}
5E78 U+6EFE W {滾}
5E79 U+6F3F W {漿}
5E7A U+6EF2 W {滲}
5E7B U+6F31 W {漱}
5E7C U+6EEF W {滯}
5E7D U+6F32 W {漲}
5E7E U+6ECC W {滌}
5F21 U+6F3E W {漾}
5F22 U+6F13 W {漓}
5F23 U+6EF7 W {滷}
5F24 U+6F86 W {澆}
5F25 U+6F7A W {潺}
5F26 U+6F78 W {潸}
5F27 U+6F81 W {澁}
5F28 U+6F80 W {澀}
5F29 U+6F6F W {潯}
5F2A U+6F5B W {潛}
5F2B U+6FF3 W {濳}
5F2C U+6F6D W {潭}
5F2D U+6F82 W {澂}
5F2E U+6F7C W {潼}
5F2F U+6F58 W {潘}
5F30 U+6F8E W {澎}
5F31 U+6F91 W {澑}
5F32 U+6FC2 W {濂}
5F33 U+6F66 W {潦}
5F34 U+6FB3 W {澳}
5F35 U+6FA3 W {澣}
5F36 U+6FA1 W {澡}
5F37 U+6FA4 W {澤}
5F38 U+6FB9 W {澹}
5F39 U+6FC6 W {濆}
5F3A U+6FAA W {澪}
5F3B U+6FDF W {濟}
5F3C U+6FD5 W {濕}
5F3D U+6FEC W {濬}
5F3E U+6FD4 W {濔}
5F3F U+6FD8 W {濘}
5F40 U+6FF1 W {濱}
5F41 U+6FEE W {濮}
5F42 U+6FDB W {濛}
5F43 U+7009 W {瀉}
5F44 U+700B W {瀋}
5F45 U+6FFA W {濺}
5F46 U+7011 W {瀑}
5F47 U+7001 W {瀁}
5F48 U+700F W {瀏}
5F49 U+6FFE W {濾}
5F4A U+701B W {瀛}
5F4B U+701A W {瀚}
5F4C U+6F74 W {潴}
5F4D U+701D W {瀝}
5F4E U+7018 W {瀘}
5F4F U+701F W {瀟}
5F50 U+7030 W {瀰}
5F51 U+703E W {瀾}
5F52 U+7032 W {瀲}
5F53 U+7051 W {灑}
5F54 U+7063 W {灣}
5F55 U+7099 W {炙}
5F56 U+7092 W {炒}
5F57 U+70AF W {炯}
5F58 U+70F1 W {烱}
5F59 U+70AC W {炬}
5F5A U+70B8 W {炸}
5F5B U+70B3 W {炳}
5F5C U+70AE W {炮}
5F5D U+70DF W {烟}
5F5E U+70CB W {烋}
5F5F U+70DD W {烝}
5F60 U+70D9 W {烙}
5F61 U+7109 W {焉}
5F62 U+70FD W {烽}
5F63 U+711C W {焜}
5F64 U+7119 W {焙}
5F65 U+7165 W {煥}
5F66 U+7155 W {煕}
5F67 U+7188 W {熈}
5F68 U+7166 W {煦}
5F69 U+7162 W {煢}
5F6A U+714C W {煌}
5F6B U+7156 W {煖}
5F6C U+716C W {煬}
5F6D U+718F W {熏}
5F6E U+71FB W {燻}
5F6F U+7184 W {熄}
5F70 U+7195 W {熕}
5F71 U+71A8 W {熨}
5F72 U+71AC W {熬}
5F73 U+71D7 W {燗}
5F74 U+71B9 W {熹}
5F75 U+71BE W {熾}
5F76 U+71D2 W {燒}
5F77 U+71C9 W {燉}
5F78 U+71D4 W {燔}
5F79 U+71CE W {燎}
5F7A U+71E0 W {燠}
5F7B U+71EC W {燬}
5F7C U+71E7 W {燧}
5F7D U+71F5 W {燵}
5F7E U+71FC W {燼}
6021 U+71F9 W {燹}
6022 U+71FF W {燿}
6023 U+720D W {爍}
6024 U+7210 W {爐}
6025 U+721B W {爛}
6026 U+7228 W {爨}
6027 U+722D W {爭}
6028 U+722C W {爬}
6029 U+7230 W {爰}
602A U+7232 W {爲}
602B U+723B W {爻}
602C U+723C W {爼}
602D U+723F W {爿}
602E U+7240 W {牀}
602F U+7246 W {牆}
6030 U+724B W {牋}
6031 U+7258 W {牘}
6032 U+7274 W {牴}
6033 U+727E W {牾}
6034 U+7282 W {犂}
6035 U+7281 W {犁}
6036 U+7287 W {犇}
6037 U+7292 W {犒}
6038 U+7296 W {犖}
6039 U+72A2 W {犢}
603A U+72A7 W {犧}
603B U+72B9 W {犹}
603C U+72B2 W {犲}
603D U+72C3 W {狃}
603E U+72C6 W {狆}
603F U+72C4 W {狄}
6040 U+72CE W {狎}
6041 U+72D2 W {狒}
6042 U+72E2 W {狢}
6043 U+72E0 W {狠}
6044 U+72E1 W {狡}
6045 U+72F9 W {狹}
6046 U+72F7 W {狷}
6047 U+500F W {倏}
6048 U+7317 W {猗}
6049 U+730A W {猊}
604A U+731C W {猜}
604B U+7316 W {猖}
604C U+731D W {猝}
604D U+7334 W {猴}
604E U+732F W {猯}
604F U+7329 W {猩}
6050 U+7325 W {猥}
6051 U+733E W {猾}
6052 U+734E W {獎}
6053 U+734F W {獏}
6054 U+9ED8 W {默}
6055 U+7357 W {獗}
6056 U+736A W {獪}
6057 U+7368 W {獨}
6058 U+7370 W {獰}
6059 U+7378 W {獸}
605A U+7375 W {獵}
605B U+737B W {獻}
605C U+737A W {獺}
605D U+73C8 W {珈}
605E U+73B3 W {玳}
605F U+73CE W {珎}
6060 U+73BB W {玻}
6061 U+73C0 W {珀}
6062 U+73E5 W {珥}
6063 U+73EE W {珮}
6064 U+73DE W {珞}
6065 U+74A2 W {璢}
6066 U+7405 W {琅}
6067 U+746F W {瑯}
6068 U+7425 W {琥}
6069 U+73F8 W {珸}
606A U+7432 W {琲}
606B U+743A W {琺}
606C U+7455 W {瑕}
606D U+743F W {琿}
606E U+745F W {瑟}
606F U+7459 W {瑙}
6070 U+7441 W {瑁}
6071 U+745C W {瑜}
6072 U+7469 W {瑩}
6073 U+7470 W {瑰}
6074 U+7463 W {瑣}
6075 U+746A W {瑪}
6076 U+7476 W {瑶}
6077 U+747E W {瑾}
6078 U+748B W {璋}
6079 U+749E W {璞}
607A U+74A7 W {璧}
607B U+74CA W {瓊}
607C U+74CF W {瓏}
607D U+74D4 W {瓔}
607E U+73F1 W {珱}
6121 U+74E0 W {瓠}
6122 U+74E3 W {瓣}
6123 U+74E7 W {瓧}
6124 U+74E9 W {瓩}
6125 U+74EE W {瓮}
6126 U+74F2 W {瓲}
6127 U+74F0 W {瓰}
6128 U+74F1 W {瓱}
6129 U+74F8 W {瓸}
612A U+74F7 W {瓷}
612B U+7504 W {甄}
612C U+7503 W {甃}
612D U+7505 W {甅}
612E U+750C W {甌}
612F U+750E W {甎}
6130 U+750D W {甍}
6131 U+7515 W {甕}
6132 U+7513 W {甓}
6133 U+751E W {甞}
6134 U+7526 W {甦}
6135 U+752C W {甬}
6136 U+753C W {甼}
6137 U+7544 W {畄}
6138 U+754D W {畍}
6139 U+754A W {畊}
613A U+7549 W {畉}
613B U+755B W {畛}
613C U+7546 W {畆}
613D U+755A W {畚}
613E U+7569 W {畩}
613F U+7564 W {畤}
6140 U+756B W {畫}
6141 U+756D W {畭}
6142 U+7578 W {畸}
6143 U+7576 W {當}
6144 U+7586 W {疆}
6145 U+7587 W {疇}
6146 U+7574 W {畴}
6147 U+758A W {疊}
6148 U+7589 W {疉}
6149 U+7582 W {疂}
614A U+7594 W {疔}
614B U+759A W {疚}
614C U+759D W {疝}
614D U+75A5 W {疥}
614E U+75A3 W {疣}
6150 U+75C2 W {痂}
6151 U+75B3 W {疳}
6152 U+75C3 W {痃}
6153 U+75B5 W {疵}
6154 U+75BD W {疽}
6155 U+75B8 W {疸}
6156 U+75BC W {疼}
6157 U+75B1 W {疱}
6158 U+75CD W {痍}
6159 U+75CA W {痊}
615A U+75D2 W {痒}
615B U+75D9 W {痙}
615C U+75E3 W {痣}
615D U+75DE W {痞}
615E U+75FE W {痾}
6160 U+75FC W {痼}
6161 U+7601 W {瘁}
6162 U+75F0 W {痰}
6163 U+75FA W {痺}
6164 U+75F2 W {痲}
6165 U+75F3 W {痳}
6166 U+760B W {瘋}
6167 U+760D W {瘍}
6168 U+7609 W {瘉}
6169 U+761F W {瘟}
616A U+7627 W {瘧}
616B U+7620 W {瘠}
616C U+7621 W {瘡}
616D U+7622 W {瘢}
616E U+7624 W {瘤}
616F U+7634 W {瘴}
6170 U+7630 W {瘰}
6171 U+763B W {瘻}
6172 U+7647 W {癇}
6173 U+7648 W {癈}
6174 U+7646 W {癆}
6175 U+765C W {癜}
6176 U+7658 W {癘}
6177 U+7661 W {癡}
6178 U+7662 W {癢}
6179 U+7668 W {癨}
617A U+7669 W {癩}
617B U+766A W {癪}
617C U+7667 W {癧}
617D U+766C W {癬}
617E U+7670 W {癰}
6221 U+7672 W {癲}
6222 U+7676 W {癶}
6223 U+7678 W {癸}
6224 U+767C W {發}
6225 U+7680 W {皀}
6226 U+7683 W {皃}
6227 U+7688 W {皈}
6228 U+768B W {皋}
6229 U+768E W {皎}
622A U+7696 W {皖}
622B U+7693 W {皓}
622C U+7699 W {皙}
622D U+769A W {皚}
622E U+76B0 W {皰}
622F U+76B4 W {皴}
6230 U+76B8 W {皸}
6231 U+76B9 W {皹}
6232 U+76BA W {皺}
6233 U+76C2 W {盂}
6234 U+76CD W {盍}
6235 U+76D6 W {盖}
6236 U+76D2 W {盒}
6237 U+76DE W {盞}
6238 U+76E1 W {盡}
6239 U+76E5 W {盥}
623A U+76E7 W {盧}
623B U+76EA W {盪}
623C U+862F W {蘯}
623D U+76FB W {盻}
623E U+7708 W {眈}
6240 U+7704 W {眄}
6241 U+7729 W {眩}
6242 U+7724 W {眤}
6243 U+771E W {眞}
6244 U+7725 W {眥}
6245 U+7726 W {眦}
6246 U+771B W {眛}
6247 U+7737 W {眷}
6248 U+7738 W {眸}
6249 U+7747 W {睇}
624A U+775A W {睚}
624B U+7768 W {睨}
624C U+776B W {睫}
624D U+775B W {睛}
624E U+7765 W {睥}
624F U+777F W {睿}
6250 U+777E W {睾}
6251 U+7779 W {睹}
6252 U+778E W {瞎}
6253 U+778B W {瞋}
6254 U+7791 W {瞑}
6255 U+77A0 W {瞠}
6256 U+779E W {瞞}
6257 U+77B0 W {瞰}
6258 U+77B6 W {瞶}
6259 U+77B9 W {瞹}
625A U+77BF W {瞿}
625B U+77BC W {瞼}
625C U+77BD W {瞽}
625D U+77BB W {瞻}
625E U+77C7 W {矇}
625F U+77CD W {矍}
6260 U+77D7 W {矗}
6261 U+77DA W {矚}
6262 U+77DC W {矜}
6263 U+77E3 W {矣}
6264 U+77EE W {矮}
6265 U+77FC W {矼}
6266 U+780C W {砌}
6267 U+7812 W {砒}
6268 U+7926 W {礦}
6269 U+7820 W {砠}
626A U+792A W {礪}
626B U+7845 W {硅}
626C U+788E W {碎}
626D U+7874 W {硴}
626E U+7886 W {碆}
626F U+787C W {硼}
6270 U+789A W {碚}
6271 U+788C W {碌}
6272 U+78A3 W {碣}
6273 U+78B5 W {碵}
6274 U+78AA W {碪}
6275 U+78AF W {碯}
6276 U+78D1 W {磑}
6277 U+78C6 W {磆}
6278 U+78CB W {磋}
6279 U+78D4 W {磔}
627A U+78BE W {碾}
627B U+78BC W {碼}
627C U+78C5 W {磅}
627D U+78CA W {磊}
627E U+78EC W {磬}
6321 U+78E7 W {磧}
6322 U+78DA W {磚}
6323 U+78FD W {磽}
6324 U+78F4 W {磴}
6325 U+7907 W {礇}
6326 U+7912 W {礒}
6327 U+7911 W {礑}
6328 U+7919 W {礙}
6329 U+792C W {礬}
632A U+792B W {礫}
632B U+7940 W {祀}
632C U+7960 W {祠}
632D U+7957 W {祗}
632E U+795F W {祟}
632F U+795A W {祚}
6330 U+7955 W {祕}
6331 U+7953 W {祓}
6332 U+797A W {祺}
6333 U+797F W {祿}
6334 U+798A W {禊}
6335 U+799D W {禝}
6336 U+79A7 W {禧}
6337 U+9F4B W {齋}
6338 U+79AA W {禪}
6339 U+79AE W {禮}
633A U+79B3 W {禳}
633B U+79B9 W {禹}
633C U+79BA W {禺}
633D U+79C9 W {秉}
633E U+79D5 W {秕}
633F U+79E7 W {秧}
6340 U+79EC W {秬}
6341 U+79E1 W {秡}
6342 U+79E3 W {秣}
6343 U+7A08 W {稈}
6344 U+7A0D W {稍}
6345 U+7A18 W {稘}
6346 U+7A19 W {稙}
6347 U+7A20 W {稠}
6348 U+7A1F W {稟}
6349 U+7980 W {禀}
634A U+7A31 W {稱}
634B U+7A3B W {稻}
634C U+7A3E W {稾}
634D U+7A37 W {稷}
634E U+7A43 W {穃}
634F U+7A57 W {穗}
6350 U+7A49 W {穉}
6351 U+7A61 W {穡}
6352 U+7A62 W {穢}
6353 U+7A69 W {穩}
6354 U+9F9D W {龝}
6355 U+7A70 W {穰}
6356 U+7A79 W {穹}
6357 U+7A7D W {穽}
6358 U+7A88 W {窈}
6359 U+7A97 W {窗}
635A U+7A95 W {窕}
635B U+7A98 W {窘}
635C U+7A96 W {窖}
635D U+7AA9 W {窩}
635E U+7AC8 W {竈}
635F U+7AB0 W {窰}
6360 U+7AB6 W {窶}
6361 U+7AC5 W {竅}
6362 U+7AC4 W {竄}
6363 U+7ABF W {窿}
6364 U+9083 W {邃}
6365 U+7AC7 W {竇}
6366 U+7ACA W {竊}
6367 U+7ACD W {竍}
6368 U+7ACF W {竏}
6369 U+7AD5 W {竕}
636A U+7AD3 W {竓}
636B U+7AD9 W {站}
636C U+7ADA W {竚}
636D U+7ADD W {竝}
636E U+7AE1 W {竡}
636F U+7AE2 W {竢}
6370 U+7AE6 W {竦}
6371 U+7AED W {竭}
6372 U+7AF0 W {竰}
6373 U+7B02 W {笂}
6374 U+7B0F W {笏}
6375 U+7B0A W {笊}
6376 U+7B06 W {笆}
6377 U+7B33 W {笳}
6378 U+7B18 W {笘}
6379 U+7B19 W {笙}
637A U+7B1E W {笞}
637B U+7B35 W {笵}
637C U+7B28 W {笨}
637D U+7B36 W {笶}
637E U+7B50 W {筐}
6421 U+7B7A W {筺}
6422 U+7B04 W {笄}
6423 U+7B4D W {筍}
6424 U+7B0B W {笋}
6425 U+7B4C W {筌}
6426 U+7B45 W {筅}
6427 U+7B75 W {筵}
6428 U+7B65 W {筥}
6429 U+7B74 W {筴}
642A U+7B67 W {筧}
642B U+7B70 W {筰}
642C U+7B71 W {筱}
642D U+7B6C W {筬}
642E U+7B6E W {筮}
642F U+7B9D W {箝}
6430 U+7B98 W {箘}
6431 U+7B9F W {箟}
6432 U+7B8D W {箍}
6433 U+7B9C W {箜}
6434 U+7B9A W {箚}
6435 U+7B8B W {箋}
6436 U+7B92 W {箒}
6437 U+7B8F W {箏}
6438 U+7B5D W {筝}
6439 U+7B99 W {箙}
643A U+7BCB W {篋}
643B U+7BC1 W {篁}
643C U+7BCC W {篌}
643D U+7BCF W {篏}
643E U+7BB4 W {箴}
643F U+7BC6 W {篆}
6440 U+7BDD W {篝}
6441 U+7BE9 W {篩}
6442 U+7C11 W {簑}
6443 U+7C14 W {簔}
6444 U+7BE6 W {篦}
6445 U+7BE5 W {篥}
6446 U+7C60 W {籠}
6447 U+7C00 W {簀}
6448 U+7C07 W {簇}
6449 U+7C13 W {簓}
644A U+7BF3 W {篳}
644B U+7BF7 W {篷}
644C U+7C17 W {簗}
644D U+7C0D W {簍}
644E U+7BF6 W {篶}
644F U+7C23 W {簣}
6450 U+7C27 W {簧}
6451 U+7C2A W {簪}
6452 U+7C1F W {簟}
6453 U+7C37 W {簷}
6454 U+7C2B W {簫}
6455 U+7C3D W {簽}
6456 U+7C4C W {籌}
6457 U+7C43 W {籃}
6458 U+7C54 W {籔}
6459 U+7C4F W {籏}
645A U+7C40 W {籀}
645B U+7C50 W {籐}
645C U+7C58 W {籘}
645D U+7C5F W {籟}
645E U+7C64 W {籤}
645F U+7C56 W {籖}
6460 U+7C65 W {籥}
6461 U+7C6C W {籬}
6462 U+7C75 W {籵}
6463 U+7C83 W {粃}
6464 U+7C90 W {粐}
6465 U+7CA4 W {粤}
6466 U+7CAD W {粭}
6467 U+7CA2 W {粢}
6468 U+7CAB W {粫}
6469 U+7CA1 W {粡}
646A U+7CA8 W {粨}
646B U+7CB3 W {粳}
646C U+7CB2 W {粲}
646D U+7CB1 W {粱}
646E U+7CAE W {粮}
646F U+7CB9 W {粹}
6470 U+7CBD W {粽}
6471 U+7CC0 W {糀}
6472 U+7CC5 W {糅}
6473 U+7CC2 W {糂}
6474 U+7CD8 W {糘}
6475 U+7CD2 W {糒}
6476 U+7CDC W {糜}
6477 U+7CE2 W {糢}
6478 U+9B3B W {鬻}
6479 U+7CEF W {糯}
647A U+7CF2 W {糲}
647B U+7CF4 W {糴}
647C U+7CF6 W {糶}
647D U+7CFA W {糺}
647E U+7D06 W {紆}
6521 U+7D02 W {紂}
6522 U+7D1C W {紜}
6523 U+7D15 W {紕}
6524 U+7D0A W {紊}
6525 U+7D45 W {絅}
6526 U+7D4B W {絋}
6527 U+7D2E W {紮}
6528 U+7D32 W {紲}
6529 U+7D3F W {紿}
652A U+7D35 W {紵}
652B U+7D46 W {絆}
652C U+7D73 W {絳}
652D U+7D56 W {絖}
652E U+7D4E W {絎}
652F U+7D72 W {絲}
6530 U+7D68 W {絨}
6531 U+7D6E W {絮}
6532 U+7D4F W {絏}
6533 U+7D63 W {絣}
6534 U+7D93 W {經}
6535 U+7D89 W {綉}
6536 U+7D5B W {絛}
6537 U+7D8F W {綏}
6538 U+7D7D W {絽}
6539 U+7D9B W {綛}
653A U+7DBA W {綺}
653B U+7DAE W {綮}
653C U+7DA3 W {綣}
653D U+7DB5 W {綵}
653E U+7DC7 W {緇}
653F U+7DBD W {綽}
6540 U+7DAB W {綫}
6541 U+7E3D W {總}
6542 U+7DA2 W {綢}
6543 U+7DAF W {綯}
6544 U+7DDC W {緜}
6545 U+7DB8 W {綸}
6546 U+7D9F W {綟}
6547 U+7DB0 W {綰}
6548 U+7DD8 W {緘}
6549 U+7DDD W {緝}
654A U+7DE4 W {緤}
654B U+7DDE W {緞}
654C U+7DFB W {緻}
654D U+7DF2 W {緲}
654E U+7DE1 W {緡}
654F U+7E05 W {縅}
6550 U+7E0A W {縊}
6551 U+7E23 W {縣}
6552 U+7E21 W {縡}
6553 U+7E12 W {縒}
6554 U+7E31 W {縱}
6555 U+7E1F W {縟}
6556 U+7E09 W {縉}
6557 U+7E0B W {縋}
6558 U+7E22 W {縢}
6559 U+7E46 W {繆}
655A U+7E66 W {繦}
655B U+7E3B W {縻}
655C U+7E35 W {縵}
655D U+7E39 W {縹}
655E U+7E43 W {繃}
655F U+7E37 W {縷}
6560 U+7E32 W {縲}
6561 U+7E3A W {縺}
6562 U+7E67 W {繧}
6563 U+7E5D W {繝}
6564 U+7E56 W {繖}
6565 U+7E5E W {繞}
6566 U+7E59 W {繙}
6567 U+7E5A W {繚}
6568 U+7E79 W {繹}
6569 U+7E6A W {繪}
656A U+7E69 W {繩}
656B U+7E7C W {繼}
656C U+7E7B W {繻}
656D U+7E83 W {纃}
656E U+7DD5 W {緕}
656F U+7E7D W {繽}
6570 U+8FAE W {辮}
6571 U+7E7F W {繿}
6572 U+7E88 W {纈}
6573 U+7E89 W {纉}
6574 U+7E8C W {續}
6575 U+7E92 W {纒}
6576 U+7E90 W {纐}
6577 U+7E93 W {纓}
6578 U+7E94 W {纔}
6579 U+7E96 W {纖}
657A U+7E8E W {纎}
657B U+7E9B W {纛}
657C U+7E9C W {纜}
657D U+7F38 W {缸}
657E U+7F3A W {缺}
6621 U+7F45 W {罅}
6622 U+7F4C W {罌}
6623 U+7F4D W {罍}
6624 U+7F4E W {罎}
6625 U+7F50 W {罐}
6626 U+7F51 W {网}
6627 U+7F55 W {罕}
6628 U+7F54 W {罔}
6629 U+7F58 W {罘}
662A U+7F5F W {罟}
662B U+7F60 W {罠}
662C U+7F68 W {罨}
662D U+7F69 W {罩}
662E U+7F67 W {罧}
662F U+7F78 W {罸}
6630 U+7F82 W {羂}
6631 U+7F86 W {羆}
6632 U+7F83 W {羃}
6633 U+7F88 W {羈}
6634 U+7F87 W {羇}
6635 U+7F8C W {羌}
6636 U+7F94 W {羔}
6637 U+7F9E W {羞}
6638 U+7F9D W {羝}
6639 U+7F9A W {羚}
663A U+7FA3 W {羣}
663B U+7FAF W {羯}
663C U+7FB2 W {羲}
663D U+7FB9 W {羹}
663E U+7FAE W {羮}
663F U+7FB6 W {羶}
6640 U+7FB8 W {羸}
6641 U+8B71 W {譱}
6642 U+7FC5 W {翅}
6643 U+7FC6 W {翆}
6644 U+7FCA W {翊}
6645 U+7FD5 W {翕}
6646 U+7FD4 W {翔}
6647 U+7FE1 W {翡}
6648 U+7FE6 W {翦}
6649 U+7FE9 W {翩}
664A U+7FF3 W {翳}
664B U+7FF9 W {翹}
664C U+98DC W {飜}
664D U+8006 W {耆}
664E U+8004 W {耄}
664F U+800B W {耋}
6650 U+8012 W {耒}
6651 U+8018 W {耘}
6652 U+8019 W {耙}
6653 U+801C W {耜}
6654 U+8021 W {耡}
6655 U+8028 W {耨}
6656 U+803F W {耿}
6657 U+803B W {耻}
6658 U+804A W {聊}
6659 U+8046 W {聆}
665A U+8052 W {聒}
665B U+8058 W {聘}
665C U+805A W {聚}
665D U+805F W {聟}
665E U+8062 W {聢}
665F U+8068 W {聨}
6660 U+8073 W {聳}
6661 U+8072 W {聲}
6662 U+8070 W {聰}
6663 U+8076 W {聶}
6664 U+8079 W {聹}
6665 U+807D W {聽}
6666 U+807F W {聿}
6667 U+8084 W {肄}
6668 U+8086 W {肆}
6669 U+8085 W {肅}
666A U+809B W {肛}
666B U+8093 W {肓}
666C U+809A W {肚}
666D U+80AD W {肭}
666E U+5190 W {冐}
666F U+80AC W {肬}
6670 U+80DB W {胛}
6671 U+80E5 W {胥}
6672 U+80D9 W {胙}
6673 U+80DD W {胝}
6674 U+80C4 W {胄}
6675 U+80DA W {胚}
6676 U+80D6 W {胖}
6677 U+8109 W {脉}
6678 U+80EF W {胯}
6679 U+80F1 W {胱}
667A U+811B W {脛}
667B U+8129 W {脩}
667C U+8123 W {脣}
667D U+812F W {脯}
667E U+814B W {腋}
6721 U+968B W {隋}
6722 U+8146 W {腆}
6723 U+813E W {脾}
6724 U+8153 W {腓}
6725 U+8151 W {腑}
6726 U+80FC W {胼}
6727 U+8171 W {腱}
6728 U+816E W {腮}
6729 U+8165 W {腥}
672A U+8166 W {腦}
672B U+8174 W {腴}
672C U+8183 W {膃}
672D U+8188 W {膈}
672E U+818A W {膊}
672F U+8180 W {膀}
6730 U+8182 W {膂}
6731 U+81A0 W {膠}
6732 U+8195 W {膕}
6733 U+81A4 W {膤}
6734 U+81A3 W {膣}
6735 U+815F W {腟}
6736 U+8193 W {膓}
6737 U+81A9 W {膩}
6738 U+81B0 W {膰}
6739 U+81B5 W {膵}
673A U+81BE W {膾}
673B U+81B8 W {膸}
673C U+81BD W {膽}
673D U+81C0 W {臀}
673E U+81C2 W {臂}
673F U+81BA W {膺}
6740 U+81C9 W {臉}
6741 U+81CD W {臍}
6742 U+81D1 W {臑}
6743 U+81D9 W {臙}
6744 U+81D8 W {臘}
6745 U+81C8 W {臈}
6746 U+81DA W {臚}
6747 U+81DF W {臟}
6748 U+81E0 W {臠}
6749 U+81E7 W {臧}
674A U+81FA W {臺}
674B U+81FB W {臻}
674C U+81FE W {臾}
674D U+8201 W {舁}
674E U+8202 W {舂}
674F U+8205 W {舅}
6750 U+8207 W {與}
6751 U+820A W {舊}
6752 U+820D W {舍}
6753 U+8210 W {舐}
6754 U+8216 W {舖}
6755 U+8229 W {舩}
6756 U+822B W {舫}
6757 U+8238 W {舸}
6758 U+8233 W {舳}
6759 U+8240 W {艀}
675A U+8259 W {艙}
675B U+8258 W {艘}
675C U+825D W {艝}
675D U+825A W {艚}
675E U+825F W {艟}
675F U+8264 W {艤}
6760 U+8262 W {艢}
6761 U+8268 W {艨}
6762 U+826A W {艪}
6763 U+826B W {艫}
